K-stat 무역통계 - 한국무역협회,,,,,,,,
"품목 : HSK 271019  ,  당월/누계 : 누계  ,  단위 : 금액 - 천불, 중량 - Kg, 증감률 - %",,,,,,,,
년월,수출,수출,수출,수출,수입,수입,수입,수입
년월,금액,증감률,중량,증감률,금액,증감률,중량,증감률
…9월,"8,924,180",70.3,"20,761,215,718",19.3,"462,890",-24.1,"1,134,052,086",-45.5
…10월,"10,174,708",66.9,"23,205,901,526",18.1,"498,932",-26.9,"1,204,453,155",-47
…11월,"11,575,267",68.6,"26,294,313,951",21.2,"550,262",-25.6,"1,299,285,745",-47
…12월,"12,817,802",64.9,"29,020,336,592",18.9,"609,987",-24.4,"1,417,945,885",-46.1
2004년,"7,773,154",55.9,"24,401,684,752",13.5,"806,677",-42.9,"2,629,078,912",-51.4
…1월,"474,469",15,"1,829,690,208",8.3,"89,316",-71,"311,145,915",-73
…2월,"983,247",9.3,"3,752,604,719",4.6,"165,977",-66.8,"600,955,443",-66.8
…3월,"1,517,193",5.5,"5,711,618,495",-0.9,"244,568",-60.5,"889,919,996",-60
…4월,"2,067,894",9.3,"7,673,120,165",-2.2,"330,284",-54,"1,211,721,403",-53.4
…5월,"2,887,635",30.4,"10,466,338,910",12.2,"386,937",-53,"1,404,840,825",-54.1
…6월,"3,127,922",22,"11,245,245,398",3.1,"455,568",-49.4,"1,636,021,286",-51.6
…7월,"3,780,276",23.2,"13,177,433,599",-0.1,"525,550",-47.3,"1,846,054,192",-51.4
…8월,"4,462,213",30.1,"15,214,951,519",3,"565,224",-47.4,"1,958,058,355",-52.4
…9월,"5,241,063",39.7,"17,406,139,713",7.1,"609,811",-46.9,"2,080,929,075",-52.9
…10월,"6,095,752",45.8,"19,655,955,568",8.2,"682,087",-44.4,"2,273,069,030",-52
…11월,"6,867,128",50,"21,701,618,455",9.3,"739,151",-43.2,"2,449,442,933",-51.2
…12월,"7,773,154",55.9,"24,401,684,752",13.5,"806,677",-42.9,"2,629,078,912",-51.4
2003년,"4,985,692",8.4,"21,500,903,921",-4.9,"1,413,661",1.9,"5,407,272,643",-21.1
…1월,"412,575",28.8,"1,689,553,303",-16.3,"307,750",154.2,"1,150,281,134",74
…2월,"899,693",55.2,"3,588,215,204",2,"499,343",138.2,"1,811,797,947",52.9
…3월,"1,438,030",57.1,"5,764,493,235",7.3,"618,900",116.2,"2,227,520,817",38.5
…4월,"1,891,241",48.9,"7,849,419,027",10.4,"717,805",75.6,"2,597,584,901",13.7
…5월,"2,214,131",35.1,"9,332,314,517",5.4,"823,051",54.4,"3,057,858,264",3.5
…6월,"2,563,871",27.9,"10,909,434,486",2.5,"900,384",39.6,"3,381,497,874",-4.1
…7월,"3,069,454",25,"13,189,694,535",2.6,"997,290",23,"3,800,927,698",-13
…8월,"3,429,335",16.8,"14,777,747,006",-2.6,"1,073,555",21.2,"4,114,695,652",-12.6
…9월,"3,751,418",9.4,"16,254,517,130",-6.4,"1,147,971",21.3,"4,418,797,704",-11.2
…10월,"4,179,870",9.3,"18,163,065,264",-5.1,"1,226,854",18.3,"4,735,762,921",-11.9
…11월,"4,578,384",7.9,"19,862,789,613",-5.6,"1,301,286",11.1,"5,015,089,366",-15.6
…12월,"4,985,692",8.4,"21,500,903,921",-4.9,"1,413,661",1.9,"5,407,272,643",-21.1
2002년,"4,600,808","866,995.40","22,614,476,647","646,027.90","1,387,184",0,"6,856,691,792",0
…1월,"320,308",0,"2,018,801,877",0,"121,058",0,"661,226,355",0
…2월,"579,775",0,"3,516,673,281",0,"209,668",0,"1,184,779,516",0
…3월,"915,365",0,"5,372,794,661",0,"286,202",0,"1,608,763,693",0
…4월,"1,270,324",0,"7,112,962,897",0,"408,759",0,"2,283,857,097",0
…5월,"1,639,012",0,"8,857,866,996",0,"532,932",0,"2,953,087,671",0
…6월,"2,004,511",0,"10,639,786,196",0,"645,062",0,"3,524,234,892",0
…7월,"2,456,218",0,"12,853,849,134",0,"811,017",0,"4,366,662,217",0
…8월,"2,935,279",0,"15,165,107,003",0,"885,575",0,"4,705,349,482",0
…9월,"3,427,726",0,"17,360,977,440",0,"946,220",0,"4,973,650,204",0
…10월,"3,825,026",0,"19,140,481,164",0,"1,037,189",0,"5,372,393,585",0
…11월,"4,242,637","799,492.40","21,041,492,640","601,085.50","1,170,785",0,"5,945,530,265",0
…12월,"4,600,808","866,995.40","22,614,476,647","646,027.90","1,387,184",0,"6,856,691,792",0
2001년,531,0,"3,500,000",0,0,0,0,0
…1월,0,0,0,0,0,0,0,0
…2월,0,0,0,0,0,0,0,0
…3월,0,0,0,0,0,0,0,0
…4월,0,0,0,0,0,0,0,0
…5월,0,0,0,0,0,0,0,0
…6월,0,0,0,0,0,0,0,0
…7월,0,0,0,0,0,0,0,0
…8월,0,0,0,0,0,0,0,0
…9월,0,0,0,0,0,0,0,0
…10월,0,0,0,0,0,0,0,0
…11월,531,0,"3,500,000",0,0,0,0,0
…12월,531,0,"3,500,000",0,0,0,0,0
